N_Accidente;Pais;Ciudad;Fecha;Horario_de_ocurrencia;Urbano/Rural;Tipo_de_Camino;Condiciones_climaticas;Numero_de_vehiculos_involucrados ;Velocidad_Limite;Edad_del_conductor;Sexo_del_conductor;Peatones_involucrados;Ciclistas_involucrados ;Accidente_Grave;Numero_de_lesiones;Numero_de_muertes;Causa_del_accidente;Riesgo_peatones;Joven_inexperto
6044;India;Bombay;45410;Noche;Urbano;Carretera;Despejado;3;97;27;Masculino;2;1;Grave;19;3;Error humano;194;No
6045;India;Nueva Delhi;45506;Manana;Urbano;Calle;Neblinoso;4;87;27;Femenino;0;1;Grave;16;4;Error humano;0;No
6046;India;Bombay;45474;Manana;Urbano;Calle;Despejado;1;40;17;Femenino;2;2;Grave;7;1;Error humano;80;Si
6047;India;Nueva Delhi;45600;Tarde;Urbano;Calle;Despejado;3;83;20;Masculino;0;2;Grave;7;2;Error humano;0;Si
6048;India;Bangalore;45570;Noche;Urbano;Carretera;Nevoso;3;63;29;Masculino;2;0;No grave;12;2;Error humano;126;No
6049;India;Bangalore;45628;Noche;Urbano;Carretera;Nevoso;2;66;17;Masculino;0;1;Grave;13;3;Clima;0;Si
6050;India;Chennai;45516;Manana;Urbano;Carretera;Despejado;3;67;20;Masculino;2;1;Grave;6;2;Error humano;134;Si
6051;India;Bombay;45326;Noche;Rural;Carretera;Lluvioso;1;96;59;Femenino;0;2;Grave;15;2;Error humano;0;No
6052;India;Nueva Delhi;45603;Tarde;Urbano;Calle;Nevoso;2;91;19;Masculino;2;1;Grave;13;4;Clima;182;Si
6053;India;Bombay;45328;Noche;Urbano;Carretera;Lluvioso;1;103;20;Masculino;2;1;Grave;1;4;Error humano;206;Si
6054;India;Chennai;45467;Tarde;Rural;Carretera;Despejado;2;114;71;Masculino;1;1;Grave;1;3;Error humano;114;No
6055;India;Nueva Delhi;45624;Noche;Urbano;Carretera;Nevoso;4;40;17;Masculino;0;0;Grave;12;0;Error humano;0;Si
6056;India;Nueva Delhi;45384;Tarde;Urbano;Calle;Nevoso;1;43;16;Masculino;0;2;Grave;18;0;Error humano;0;Si
6057;India;Nueva Delhi;45598;Noche;Urbano;Carretera;Neblinoso;4;47;31;Masculino;2;0;No grave;6;4;Error humano;94;No
6058;India;Bombay;45577;Noche;Urbano;Carretera;Lluvioso;4;83;25;Masculino;0;1;Grave;11;0;Error humano;0;Si
6059;India;Bombay;45450;Tarde;Urbano;Calle;Lluvioso;3;72;68;Femenino;2;2;Grave;12;1;Error humano;144;No
6060;India;Bangalore;45328;Noche;Urbano;Calle;Lluvioso;4;47;22;Femenino;0;2;Grave;8;0;Error humano;0;Si
6061;India;Chennai;45419;Tarde;Urbano;Carretera;Lluvioso;3;75;29;Femenino;2;1;Grave;1;1;Error humano;150;No
6062;India;Chennai;45535;Noche;Urbano;Calle;Neblinoso;3;104;17;Femenino;0;2;Grave;4;1;Error humano;0;Si
6063;India;Nueva Delhi;45356;Noche;Rural;Calle;Neblinoso;3;33;64;Femenino;2;0;No grave;12;3;Error humano;66;No
6064;India;Chennai;45566;Noche;Rural;Calle;Lluvioso;2;109;41;Masculino;0;1;Grave;5;1;Error humano;0;No
6065;India;Chennai;45475;Noche;Urbano;Calle;Neblinoso;1;116;49;Masculino;0;0;Grave;17;4;Error humano;0;No
6066;India;Chennai;45416;Tarde;Rural;Calle;Lluvioso;2;112;51;Femenino;1;0;Grave;2;1;Error humano;112;No
6067;India;Bombay;45388;Noche;Urbano;Calle;Lluvioso;4;106;21;Femenino;1;0;Grave;2;0;Error humano;106;Si
6068;India;Bangalore;45596;Noche;Urbano;Calle;Lluvioso;2;110;26;Masculino;2;0;Grave;14;1;Error humano;220;No
6069;India;Bombay;45535;Noche;Rural;Carretera;Lluvioso;4;83;66;Femenino;1;0;Grave;8;3;Falla tecnica;83;No
6070;India;Bangalore;45292;Manana;Urbano;Calle;Despejado;1;89;17;Femenino;2;1;Grave;4;2;Falla tecnica;178;Si
6071;India;Bombay;45567;Tarde;Rural;Calle;Lluvioso;4;71;36;Femenino;0;2;Grave;12;3;Error humano;0;No
6072;India;Nueva Delhi;45511;Tarde;Urbano;Calle;Lluvioso;2;32;16;Masculino;0;1;No grave;2;1;Clima;0;Si
6073;India;Nueva Delhi;45416;Noche;Urbano;Calle;Nevoso;4;54;16;Femenino;0;0;Grave;17;4;Falla tecnica;0;Si
6074;India;Bombay;45570;Manana;Urbano;Calle;Nevoso;2;106;17;Masculino;2;0;Grave;2;2;Error humano;212;Si
6075;India;Nueva Delhi;45650;Manana;Urbano;Carretera;Nevoso;3;72;23;Masculino;1;0;Grave;16;0;Clima;72;Si
6076;India;Nueva Delhi;45537;Tarde;Rural;Calle;Nevoso;4;118;51;Femenino;0;0;Grave;4;2;Error humano;0;No
6077;India;Bombay;45298;Tarde;Rural;Carretera;Despejado;4;71;62;Masculino;0;2;Grave;18;3;Error humano;0;No
6078;India;Bombay;45568;Noche;Urbano;Carretera;Despejado;3;43;25;Masculino;2;0;Grave;8;3;Error humano;86;Si
6079;India;Nueva Delhi;45449;Noche;Urbano;Calle;Lluvioso;1;93;35;Femenino;1;2;Grave;0;2;Error humano;93;No
6080;India;Chennai;45511;Noche;Urbano;Calle;Neblinoso;4;35;16;Masculino;1;0;No grave;8;0;Error humano;35;Si
6081;India;Chennai;45353;Tarde;Rural;Calle;Despejado;3;31;49;Masculino;2;1;Grave;2;0;Clima;62;No
6082;India;Bangalore;45296;Noche;Rural;Calle;Nevoso;2;59;35;Masculino;1;1;Grave;16;2;Falla tecnica;59;No
6083;India;Bangalore;45384;Noche;Urbano;Carretera;Nevoso;3;83;51;Masculino;2;2;Grave;10;3;Falla tecnica;166;No
6084;India;Bangalore;45424;Noche;Urbano;Calle;Nevoso;3;67;17;Masculino;2;1;No grave;13;1;Error humano;134;Si
6085;India;Chennai;45602;Tarde;Urbano;Calle;Lluvioso;1;76;17;Femenino;1;2;Grave;9;2;Error humano;76;Si
6086;India;Nueva Delhi;45325;Noche;Urbano;Calle;Nevoso;2;109;22;Masculino;1;2;Grave;4;4;Error humano;109;Si
6087;India;Bangalore;45632;Manana;Urbano;Carretera;Lluvioso;1;58;61;Masculino;1;1;No grave;8;4;Falla tecnica;58;No
6088;India;Nueva Delhi;45353;Noche;Urbano;Carretera;Lluvioso;2;55;69;Masculino;1;2;No grave;2;3;Error humano;55;No
6089;India;Bangalore;45297;Noche;Rural;Calle;Despejado;3;30;46;Masculino;0;2;Grave;1;2;Falla tecnica;0;No
6090;India;Nueva Delhi;45475;Noche;Urbano;Calle;Lluvioso;2;36;20;Masculino;2;0;Grave;2;1;Falla tecnica;72;Si
6091;India;Nueva Delhi;45577;Noche;Urbano;Carretera;Lluvioso;1;110;45;Masculino;0;0;Grave;16;2;Error humano;0;No
6092;India;Chennai;45293;Noche;Urbano;Calle;Despejado;1;42;22;Femenino;2;1;Grave;4;4;Error humano;84;Si
6093;India;Bombay;45322;Manana;Urbano;Calle;Lluvioso;2;65;28;Femenino;0;2;Grave;12;1;Falla tecnica;0;No
6094;India;Bangalore;45572;Manana;Rural;Carretera;Neblinoso;2;80;55;Masculino;0;1;Grave;4;3;Error humano;0;No
6095;India;Chennai;45324;Noche;Urbano;Calle;Nevoso;2;57;16;Masculino;2;1;No grave;16;0;Error humano;114;Si
6096;India;Chennai;45567;Manana;Rural;Calle;Lluvioso;3;39;40;Femenino;1;2;No grave;7;2;Clima;39;No
6097;India;Bombay;45445;Noche;Urbano;Calle;Lluvioso;1;108;17;Masculino;0;0;Grave;18;1;Error humano;0;Si
6098;India;Nueva Delhi;45511;Tarde;Urbano;Calle;Nevoso;1;113;52;Femenino;1;1;Grave;12;1;Error humano;113;No
6099;India;Chennai;45506;Noche;Rural;Calle;Lluvioso;4;50;74;Masculino;2;2;No grave;10;4;Error humano;100;No
6100;India;Bombay;45322;Noche;Rural;Calle;Lluvioso;4;54;36;Masculino;1;1;No grave;18;3;Error humano;54;No
6101;India;Bombay;45385;Noche;Rural;Carretera;Nevoso;2;86;73;Masculino;0;0;Grave;14;1;Error humano;0;No
6102;India;Chennai;45479;Manana;Urbano;Carretera;Despejado;4;104;24;Masculino;0;2;Grave;16;0;Error humano;0;Si
6103;India;Chennai;45506;Tarde;Rural;Carretera;Lluvioso;3;97;66;Femenino;2;1;Grave;8;1;Error humano;194;No
6104;India;Nueva Delhi;45353;Manana;Urbano;Carretera;Lluvioso;1;33;56;Femenino;1;2;No grave;11;1;Error humano;33;No
6105;India;Bombay;45350;Noche;Urbano;Carretera;Nevoso;4;65;52;Femenino;2;1;Grave;5;0;Error humano;130;No
6106;India;Nueva Delhi;45598;Manana;Urbano;Calle;Nevoso;4;115;16;Masculino;1;0;Grave;17;1;Error humano;115;Si
6107;India;Nueva Delhi;45650;Noche;Urbano;Carretera;Despejado;2;76;17;Femenino;0;0;Grave;15;4;Falla tecnica;0;Si
6108;India;Chennai;45577;Noche;Urbano;Carretera;Lluvioso;1;70;59;Masculino;1;0;No grave;4;1;Falla tecnica;70;No
6109;India;Bangalore;45535;Noche;Urbano;Calle;Despejado;1;60;30;Femenino;0;1;No grave;10;2;Falla tecnica;0;No
6110;India;Chennai;45567;Manana;Urbano;Calle;Lluvioso;4;46;44;Masculino;2;0;Grave;0;4;Error humano;92;No
6111;India;Bangalore;45542;Manana;Urbano;Calle;Lluvioso;4;114;68;Femenino;0;1;Grave;13;0;Error humano;0;No
6112;India;Nueva Delhi;45506;Manana;Rural;Carretera;Neblinoso;1;75;61;Masculino;1;1;Grave;12;0;Error humano;75;No
6113;India;Bombay;45323;Manana;Urbano;Calle;Despejado;1;64;16;Masculino;0;1;Grave;1;0;Error humano;0;Si
6114;India;Bangalore;45357;Noche;Urbano;Calle;Despejado;4;79;23;Femenino;0;1;Grave;16;3;Error humano;0;Si
6115;India;Chennai;45572;Manana;Urbano;Calle;Despejado;4;38;22;Femenino;0;1;No grave;11;0;Falla tecnica;0;Si
6116;India;Bombay;45329;Tarde;Urbano;Calle;Lluvioso;3;101;16;Masculino;1;2;Grave;13;0;Error humano;101;Si
6117;India;Bangalore;45315;Manana;Urbano;Carretera;Nevoso;3;119;61;Masculino;2;0;Grave;9;4;Error humano;238;No
6118;India;Bombay;45628;Manana;Rural;Calle;Nevoso;4;91;55;Femenino;1;1;Grave;14;3;Clima;91;No
6119;India;Bombay;45598;Noche;Rural;Carretera;Nevoso;2;41;70;Femenino;2;2;Grave;7;2;Error humano;82;No
6120;India;Bombay;45418;Noche;Urbano;Calle;Lluvioso;4;108;17;Femenino;1;2;Grave;5;3;Error humano;108;Si
6121;India;Bangalore;45598;Tarde;Rural;Carretera;Neblinoso;1;56;74;Masculino;2;1;Grave;17;3;Error humano;112;No
6122;India;Bombay;45598;Noche;Rural;Calle;Neblinoso;2;74;48;Femenino;0;1;Grave;1;2;Error humano;0;No
6123;India;Chennai;45329;Tarde;Urbano;Calle;Lluvioso;2;114;56;Femenino;0;1;Grave;11;4;Error humano;0;No
6124;India;Chennai;45414;Noche;Urbano;Carretera;Neblinoso;4;84;63;Masculino;0;2;Grave;1;0;Error humano;0;No
6125;India;Chennai;45386;Tarde;Rural;Calle;Lluvioso;2;84;38;Femenino;2;2;Grave;17;2;Error humano;168;No
6126;India;Bombay;45506;Noche;Urbano;Calle;Neblinoso;2;103;23;Masculino;1;0;Grave;9;3;Error humano;103;Si
6127;India;Bangalore;45540;Tarde;Urbano;Calle;Lluvioso;1;93;17;Masculino;0;0;Grave;13;1;Falla tecnica;0;Si
6128;India;Bombay;45363;Manana;Urbano;Calle;Nevoso;3;58;34;Femenino;2;1;Grave;17;0;Error humano;116;No
6129;India;Bangalore;45598;Manana;Rural;Carretera;Neblinoso;1;72;42;Femenino;1;1;Grave;15;2;Clima;72;No
6130;India;Nueva Delhi;45384;Manana;Rural;Calle;Neblinoso;3;109;69;Femenino;2;2;Grave;5;0;Error humano;218;No
6131;India;Bombay;45506;Noche;Urbano;Calle;Despejado;4;74;46;Masculino;0;1;Grave;15;1;Error humano;0;No
6132;India;Nueva Delhi;45353;Noche;Urbano;Calle;Despejado;3;92;20;Femenino;2;2;Grave;17;2;Error humano;184;Si
6133;India;Bombay;45324;Noche;Urbano;Carretera;Lluvioso;3;66;31;Femenino;1;1;Grave;11;2;Falla tecnica;66;No
6134;India;Chennai;45535;Noche;Rural;Carretera;Nevoso;2;31;53;Masculino;1;1;Grave;16;0;Clima;31;No
6135;India;Bombay;45650;Manana;Urbano;Carretera;Despejado;2;115;60;Femenino;1;2;Grave;11;0;Error humano;115;No
6136;India;Bangalore;45329;Noche;Urbano;Calle;Nevoso;2;105;17;Masculino;1;0;Grave;17;1;Error humano;105;Si
6137;India;Chennai;45354;Noche;Urbano;Calle;Lluvioso;1;51;26;Femenino;2;2;Grave;10;4;Clima;102;No
6138;India;Bombay;45324;Noche;Urbano;Calle;Nevoso;3;58;31;Femenino;2;0;Grave;3;4;Clima;116;No
6139;India;Bangalore;45414;Noche;Urbano;Carretera;Lluvioso;4;31;19;Masculino;2;0;Grave;13;0;Falla tecnica;62;Si
6140;India;Bangalore;45356;Tarde;Urbano;Calle;Neblinoso;1;42;27;Masculino;0;0;Grave;12;1;Falla tecnica;0;No
6141;India;Bombay;45450;Manana;Urbano;Calle;Lluvioso;1;78;24;Femenino;0;1;Grave;2;0;Falla tecnica;0;Si
6142;India;Bombay;45327;Noche;Urbano;Calle;Lluvioso;3;102;16;Masculino;2;1;Grave;16;4;Error humano;204;Si
6143;India;Bangalore;45322;Noche;Urbano;Carretera;Despejado;3;80;17;Femenino;1;2;Grave;10;2;Clima;80;Si
6144;India;Bangalore;45413;Tarde;Urbano;Calle;Neblinoso;4;47;22;Femenino;1;1;Grave;18;1;Error humano;47;Si
6145;India;Bombay;45596;Noche;Urbano;Calle;Lluvioso;1;113;20;Masculino;0;0;Grave;3;1;Error humano;0;Si
6146;India;Nueva Delhi;45329;Noche;Urbano;Carretera;Lluvioso;3;56;30;Femenino;1;1;Grave;16;3;Falla tecnica;56;No
6147;India;Chennai;45507;Noche;Urbano;Calle;Nevoso;1;62;23;Femenino;0;0;Grave;18;0;Error humano;0;Si
6148;India;Bombay;45567;Tarde;Rural;Carretera;Nevoso;3;95;37;Femenino;0;2;Grave;10;0;Falla tecnica;0;No
6149;India;Nueva Delhi;45445;Noche;Urbano;Carretera;Nevoso;4;98;17;Masculino;0;1;Grave;1;2;Error humano;0;Si
6150;India;Chennai;45329;Noche;Urbano;Carretera;Lluvioso;4;80;65;Masculino;2;1;Grave;16;4;Error humano;160;No
6151;India;Chennai;45633;Manana;Urbano;Calle;Nevoso;2;38;45;Masculino;0;0;No grave;1;1;Falla tecnica;0;No
6152;India;Bombay;45597;Manana;Rural;Calle;Lluvioso;1;96;38;Femenino;1;0;Grave;15;0;Falla tecnica;96;No
6153;India;Chennai;45507;Tarde;Rural;Carretera;Lluvioso;1;113;68;Masculino;2;0;Grave;6;1;Error humano;226;No
6154;India;Nueva Delhi;45630;Noche;Urbano;Calle;Nevoso;2;81;20;Masculino;2;1;Grave;17;3;Error humano;162;Si
6155;India;Bombay;45507;Noche;Urbano;Carretera;Lluvioso;3;118;17;Masculino;2;0;Grave;2;1;Error humano;236;Si
6156;India;Nueva Delhi;45414;Noche;Urbano;Calle;Neblinoso;1;60;37;Femenino;0;1;No grave;19;3;Clima;0;No
6157;India;Bangalore;45384;Noche;Urbano;Calle;Despejado;1;64;25;Masculino;2;2;Grave;12;4;Error humano;128;Si
6158;India;Bombay;45497;Manana;Urbano;Calle;Neblinoso;3;47;30;Masculino;0;1;Grave;0;1;Error humano;0;No
6159;India;Nueva Delhi;45627;Noche;Urbano;Calle;Lluvioso;3;50;31;Masculino;0;1;No grave;6;1;Error humano;0;No
6160;India;Bangalore;45638;Tarde;Urbano;Calle;Nevoso;3;88;17;Masculino;2;0;Grave;18;2;Error humano;176;Si
6161;India;Nueva Delhi;45346;Noche;Urbano;Carretera;Neblinoso;3;52;56;Masculino;0;0;No grave;19;3;Error humano;0;No
6162;India;Chennai;45363;Tarde;Rural;Carretera;Lluvioso;4;115;46;Femenino;1;2;Grave;2;1;Error humano;115;No
6163;India;Nueva Delhi;45506;Noche;Urbano;Carretera;Lluvioso;1;80;20;Masculino;0;1;Grave;5;4;Error humano;0;Si
6164;India;Chennai;45384;Tarde;Urbano;Carretera;Nevoso;4;57;70;Femenino;2;1;No grave;0;4;Clima;114;No
6165;India;Bombay;45383;Noche;Urbano;Carretera;Despejado;1;37;62;Femenino;0;1;No grave;8;4;Error humano;0;No
6166;India;Chennai;45628;Noche;Urbano;Calle;Despejado;1;57;26;Masculino;2;2;Grave;12;3;Error humano;114;No
6167;India;Bangalore;45303;Manana;Urbano;Calle;Nevoso;3;48;16;Masculino;0;0;Grave;1;0;Error humano;0;Si
6168;India;Bombay;45358;Tarde;Urbano;Carretera;Nevoso;3;99;51;Femenino;2;2;Grave;9;4;Clima;198;No
6169;India;Bombay;45567;Manana;Rural;Carretera;Neblinoso;3;103;63;Femenino;1;2;Grave;0;0;Error humano;103;No
6170;India;Bombay;45632;Manana;Urbano;Calle;Neblinoso;3;108;24;Femenino;1;2;Grave;1;1;Error humano;108;Si
6171;India;Bombay;45443;Noche;Urbano;Calle;Lluvioso;4;46;34;Femenino;2;1;No grave;2;4;Falla tecnica;92;No
6172;India;Nueva Delhi;45504;Noche;Urbano;Calle;Neblinoso;4;33;17;Femenino;1;2;No grave;19;2;Clima;33;Si
6173;India;Bombay;45410;Tarde;Urbano;Calle;Despejado;4;83;22;Masculino;1;1;Grave;0;2;Error humano;83;Si
6174;India;Nueva Delhi;45628;Manana;Urbano;Calle;Lluvioso;1;32;16;Femenino;0;1;No grave;6;0;Clima;0;Si
6175;India;Bangalore;45417;Noche;Urbano;Carretera;Despejado;2;75;51;Femenino;1;2;Grave;12;2;Error humano;75;No
6176;India;Bangalore;45638;Tarde;Urbano;Calle;Lluvioso;1;46;23;Masculino;1;0;Grave;5;1;Clima;46;Si
6177;India;Bombay;45475;Noche;Urbano;Calle;Lluvioso;2;43;26;Femenino;1;2;Grave;18;3;Error humano;43;No
6178;India;Chennai;45324;Noche;Urbano;Calle;Nevoso;2;68;17;Femenino;2;1;No grave;3;4;Error humano;136;Si
6179;India;Chennai;45303;Noche;Urbano;Calle;Lluvioso;3;52;16;Masculino;0;0;Grave;6;3;Clima;0;Si
6180;India;Chennai;45353;Noche;Urbano;Calle;Nevoso;2;38;19;Masculino;2;2;No grave;14;2;Error humano;76;Si
6181;India;Bangalore;45506;Manana;Urbano;Calle;Nevoso;3;35;72;Femenino;0;1;Grave;17;3;Falla tecnica;0;No
6182;India;Nueva Delhi;45511;Manana;Urbano;Calle;Lluvioso;4;108;17;Femenino;0;2;Grave;18;0;Error humano;0;Si
6183;India;Nueva Delhi;45638;Noche;Urbano;Calle;Nevoso;4;77;37;Femenino;0;2;Grave;16;0;Error humano;0;No
6184;India;Bombay;45628;Manana;Urbano;Calle;Lluvioso;1;111;16;Femenino;0;0;Grave;3;4;Error humano;0;Si
6185;India;Bangalore;45537;Manana;Urbano;Carretera;Despejado;4;118;16;Femenino;0;2;Grave;6;1;Error humano;0;Si
6186;India;Nueva Delhi;45567;Manana;Urbano;Carretera;Lluvioso;2;97;22;Femenino;0;1;Grave;15;1;Clima;0;Si
6187;India;Bangalore;45569;Tarde;Rural;Carretera;Lluvioso;2;109;59;Femenino;0;2;Grave;15;3;Error humano;0;No
6188;India;Bangalore;45506;Noche;Rural;Calle;Nevoso;4;54;50;Masculino;0;2;No grave;13;3;Falla tecnica;0;No
6189;India;Chennai;45293;Manana;Urbano;Carretera;Lluvioso;2;43;17;Femenino;1;1;Grave;8;0;Error humano;43;Si
6190;India;Bombay;45480;Noche;Rural;Carretera;Lluvioso;3;46;39;Masculino;1;1;Grave;1;0;Falla tecnica;46;No
6191;India;Bangalore;45540;Noche;Urbano;Calle;Nevoso;3;91;31;Femenino;2;2;Grave;3;1;Error humano;182;No
6192;India;Nueva Delhi;45353;Noche;Urbano;Calle;Lluvioso;4;67;16;Femenino;0;2;No grave;11;1;Clima;0;Si
6193;India;Bangalore;45324;Noche;Urbano;Carretera;Despejado;3;34;22;Femenino;2;2;No grave;8;4;Clima;68;Si
6194;India;Nueva Delhi;45577;Noche;Urbano;Carretera;Despejado;4;65;21;Femenino;2;1;Grave;17;0;Error humano;130;Si
6195;India;Bombay;45419;Manana;Urbano;Carretera;Lluvioso;1;102;17;Femenino;1;0;Grave;0;2;Error humano;102;Si
6196;India;Nueva Delhi;45419;Tarde;Urbano;Carretera;Despejado;3;115;47;Femenino;0;0;Grave;5;3;Error humano;0;No
6197;India;Bombay;45325;Tarde;Urbano;Carretera;Neblinoso;2;97;25;Masculino;0;0;Grave;0;3;Error humano;0;Si
6198;India;Bombay;45478;Tarde;Urbano;Carretera;Nevoso;4;55;69;Femenino;1;1;No grave;11;3;Clima;55;No
6199;India;Bangalore;45538;Noche;Rural;Calle;Neblinoso;1;109;36;Masculino;0;2;Grave;18;0;Error humano;0;No
6200;India;Bangalore;45599;Noche;Urbano;Carretera;Neblinoso;2;102;74;Masculino;0;2;Grave;1;0;Error humano;0;No
6201;India;Chennai;45445;Tarde;Rural;Calle;Lluvioso;4;115;45;Femenino;1;2;Grave;0;1;Error humano;115;No
6202;India;Bombay;45598;Manana;Urbano;Carretera;Despejado;3;87;68;Femenino;2;1;Grave;19;4;Falla tecnica;174;No
6203;India;Nueva Delhi;45638;Noche;Urbano;Carretera;Lluvioso;4;73;60;Femenino;1;2;Grave;11;3;Clima;73;No
6204;India;Nueva Delhi;45303;Manana;Urbano;Calle;Despejado;4;66;24;Femenino;1;0;No grave;12;0;Falla tecnica;66;Si
6205;India;Chennai;45480;Manana;Urbano;Carretera;Nevoso;2;37;30;Masculino;2;1;Grave;16;4;Error humano;74;No
6206;India;Chennai;45447;Noche;Urbano;Carretera;Nevoso;3;45;44;Masculino;0;0;No grave;12;1;Falla tecnica;0;No
6207;India;Nueva Delhi;45628;Tarde;Urbano;Calle;Despejado;3;73;34;Femenino;1;2;Grave;14;1;Error humano;73;No
6208;India;Nueva Delhi;45567;Tarde;Urbano;Calle;Despejado;2;64;16;Femenino;0;2;Grave;14;0;Clima;0;Si
6209;India;Bombay;45598;Noche;Urbano;Calle;Nevoso;3;72;23;Femenino;2;1;Grave;10;2;Error humano;144;Si
6210;India;Bombay;45384;Noche;Urbano;Carretera;Lluvioso;1;40;65;Masculino;2;1;No grave;0;4;Error humano;80;No
6211;India;Bombay;45480;Manana;Urbano;Carretera;Neblinoso;2;95;24;Femenino;1;2;Grave;2;4;Clima;95;Si
6212;India;Nueva Delhi;45539;Tarde;Urbano;Calle;Nevoso;3;75;21;Femenino;1;0;Grave;15;3;Error humano;75;Si
6213;India;Chennai;45303;Noche;Urbano;Calle;Despejado;3;118;16;Femenino;0;1;Grave;5;4;Error humano;0;Si
6214;India;Bombay;45475;Manana;Urbano;Carretera;Lluvioso;3;96;16;Masculino;1;0;Grave;3;3;Error humano;96;Si
6215;India;Nueva Delhi;45394;Noche;Urbano;Calle;Despejado;1;57;46;Femenino;2;1;No grave;10;2;Clima;114;No
6216;India;Bombay;45352;Noche;Rural;Calle;Despejado;3;81;67;Masculino;2;0;Grave;17;4;Error humano;162;No
6217;India;Chennai;45601;Noche;Urbano;Carretera;Neblinoso;3;97;21;Masculino;2;1;Grave;17;0;Error humano;194;Si
6218;India;Bangalore;45628;Noche;Urbano;Calle;Neblinoso;2;115;30;Femenino;2;2;Grave;19;1;Error humano;230;No
6219;India;Chennai;45563;Manana;Urbano;Carretera;Neblinoso;1;96;18;Masculino;1;1;Grave;19;3;Falla tecnica;96;Si
6220;India;Bombay;45384;Manana;Rural;Calle;Despejado;3;74;52;Femenino;0;1;Grave;14;2;Error humano;0;No
6221;India;Nueva Delhi;45295;Noche;Urbano;Calle;Neblinoso;4;102;16;Femenino;0;0;Grave;3;4;Error humano;0;Si
6222;India;Bangalore;45601;Noche;Urbano;Calle;Neblinoso;3;88;18;Masculino;0;1;Grave;11;4;Clima;0;Si
6223;India;Bombay;45327;Manana;Urbano;Carretera;Despejado;2;77;17;Masculino;1;0;Grave;7;1;Error humano;77;Si
6224;India;Bangalore;45294;Noche;Urbano;Carretera;Neblinoso;1;54;20;Femenino;0;0;No grave;11;2;Error humano;0;Si
6225;India;Bombay;45445;Manana;Rural;Carretera;Despejado;2;118;64;Masculino;1;0;Grave;8;1;Error humano;118;No
6226;India;Bangalore;45537;Noche;Rural;Calle;Despejado;4;49;38;Masculino;2;0;Grave;6;4;Clima;98;No
6227;India;Bombay;45388;Noche;Rural;Calle;Neblinoso;3;40;49;Femenino;2;1;No grave;1;4;Error humano;80;No
6228;India;Bombay;45444;Tarde;Urbano;Calle;Neblinoso;1;109;38;Femenino;1;2;Grave;4;0;Error humano;109;No
6229;India;Bombay;45539;Noche;Rural;Carretera;Despejado;4;112;57;Masculino;1;0;Grave;10;4;Error humano;112;No
6230;India;Chennai;45509;Tarde;Urbano;Calle;Neblinoso;1;37;16;Masculino;1;1;Grave;0;2;Error humano;37;Si
6231;India;Chennai;45383;Tarde;Rural;Calle;Lluvioso;3;58;71;Femenino;0;2;No grave;2;2;Falla tecnica;0;No
6232;India;Chennai;45416;Tarde;Urbano;Carretera;Neblinoso;4;59;50;Masculino;1;0;No grave;9;1;Error humano;59;No
6233;India;Nueva Delhi;45602;Noche;Rural;Calle;Lluvioso;1;99;61;Femenino;0;1;Grave;19;4;Error humano;0;No
6234;India;Nueva Delhi;45389;Manana;Urbano;Calle;Despejado;3;103;38;Femenino;2;0;Grave;6;4;Error humano;206;No
6235;India;Bombay;45479;Noche;Urbano;Calle;Lluvioso;4;78;16;Femenino;1;1;Grave;19;0;Error humano;78;Si
6236;India;Chennai;45355;Tarde;Urbano;Calle;Neblinoso;2;50;17;Masculino;2;2;No grave;2;0;Falla tecnica;100;Si
6237;India;Nueva Delhi;45384;Noche;Urbano;Carretera;Despejado;4;64;18;Femenino;2;0;No grave;0;4;Falla tecnica;128;Si
6238;India;Chennai;45497;Noche;Urbano;Calle;Lluvioso;1;74;25;Masculino;1;0;Grave;7;3;Clima;74;Si
6239;India;Nueva Delhi;45505;Tarde;Urbano;Calle;Despejado;3;103;72;Femenino;1;0;Grave;3;3;Error humano;103;No
6240;India;Chennai;45443;Manana;Urbano;Carretera;Nevoso;4;67;60;Femenino;0;0;Grave;11;1;Falla tecnica;0;No
6241;India;Chennai;45315;Manana;Rural;Carretera;Lluvioso;1;78;54;Femenino;0;0;Grave;16;4;Error humano;0;No
6242;India;Bombay;45598;Tarde;Urbano;Carretera;Nevoso;2;38;54;Femenino;2;0;No grave;2;2;Falla tecnica;76;No
6243;India;Bombay;45355;Noche;Rural;Calle;Lluvioso;4;85;73;Femenino;0;0;Grave;11;0;Clima;0;No
6244;India;Nueva Delhi;45650;Noche;Urbano;Carretera;Nevoso;1;78;64;Masculino;2;2;Grave;9;2;Error humano;156;No
6245;India;Chennai;45608;Tarde;Urbano;Calle;Despejado;3;77;17;Femenino;1;2;Grave;19;1;Error humano;77;Si
6246;India;Chennai;45293;Noche;Urbano;Carretera;Lluvioso;1;89;30;Masculino;1;0;Grave;19;2;Clima;89;No
6247;India;Bangalore;45628;Tarde;Urbano;Carretera;Lluvioso;1;102;17;Masculino;0;1;Grave;19;0;Error humano;0;Si
6248;India;Bangalore;45414;Tarde;Urbano;Calle;Despejado;2;33;28;Femenino;0;0;No grave;1;3;Error humano;0;No
6249;India;Chennai;45528;Noche;Urbano;Carretera;Lluvioso;3;46;61;Femenino;2;2;Grave;14;4;Error humano;92;No
