N_Accidente;Pais;Ciudad;Fecha;Horario_de_ocurrencia;Urbano/Rural;Tipo_de_Camino;Condiciones_climaticas;Numero_de_vehiculos_involucrados ;Velocidad_Limite;Edad_del_conductor;Sexo_del_conductor;Peatones_involucrados;Ciclistas_involucrados ;Gravedad_del_accidente;Numero_de_lesiones;Numero_de_muertes;Causa_del_accidente
5147;India;Nueva Delhi;31-10-2022;Noche;Urbano;Calle;Lluvioso;3;59;69;Femenino;0;1;Grave;18;1;Exceso de velocidad
5148;India;Bangalore;05-11-2022;Manana;Rural;Carretera;Neblinoso;4;97;63;Femenino;2;0;No Grave;7;3;Exceso de velocidad
5149;India;Nueva Delhi;02-01-2022;Noche;Rural;Carretera;Neblinoso;4;76;44;Masculino;0;0;Grave;14;2;Clima
5150;India;Nueva Delhi;05-11-2022;Noche;Rural;Carretera principal;Neblinoso;3;60;24;Masculino;1;0;Grave;1;2;Falla mecanica
5151;India;Chennai;05-02-2022;Noche;Urbano;Carretera principal;Ventoso;4;72;72;Femenino;1;2;Grave;5;3;Falla mecanica
5152;India;Chennai;02-12-2022;Noche;Urbano;Calle;Neblinoso;3;37;17;Femenino;2;0;No Grave;3;4;Falla mecanica
5153;India;Bombay;04-02-2022;Manana;Urbano;Calle;Lluvioso;4;68;18;Masculino;1;1;Grave;5;1;Conducir en estado de ebriedad
5154;India;Nueva Delhi;07-11-2022;Noche;Urbano;Calle;Nevoso;4;62;43;Femenino;0;1;Grave;16;2;Clima
5155;India;Chennai;24-06-2022;Noche;Urbano;Carretera;Nevoso;3;65;35;Masculino;0;0;No Grave;16;4;Falla mecanica
5156;India;Chennai;05-05-2022;Noche;Rural;Carretera;Neblinoso;3;61;42;Femenino;0;0;Grave;17;2;Conducir distraido
5157;India;Bangalore;28-09-2022;Noche;Urbano;Calle;Ventoso;4;117;26;Masculino;1;0;No Grave;10;4;Falla mecanica
5158;India;Bombay;07-02-2022;Manana;Urbano;Carretera;Lluvioso;2;99;19;Femenino;1;2;Grave;19;1;Conducir en estado de ebriedad
5159;India;Nueva Delhi;05-03-2022;Noche;Rural;Calle;Ventoso;1;50;22;Femenino;0;1;No Grave;3;4;Falla mecanica
5160;India;Bangalore;02-05-2022;Noche;Urbano;Calle;Nevoso;4;64;51;Masculino;1;1;No Grave;9;2;Conducir en estado de ebriedad
5161;India;Bombay;05-08-2022;Noche;Urbano;Calle;Neblinoso;2;42;48;Femenino;0;1;Grave;9;0;Falla mecanica
5162;India;Chennai;04-07-2022;Tarde;Urbano;Calle;Despejado;2;41;33;Femenino;0;0;No Grave;4;4;Conducir distraido
5163;India;Chennai;05-11-2022;Noche;Urbano;Carretera;Nevoso;4;96;34;Masculino;0;1;Grave;17;1;Falla mecanica
5164;India;Nueva Delhi;12-11-2022;Noche;Rural;Calle;Despejado;2;106;23;Femenino;2;1;No Grave;7;1;Falla mecanica
5165;India;Chennai;04-06-2022;Noche;Urbano;Carretera principal;Lluvioso;4;92;74;Femenino;2;1;Grave;1;3;Exceso de velocidad
5166;India;Bombay;02-12-2022;Tarde;Rural;Calle;Ventoso;4;86;61;Femenino;2;1;No Grave;0;4;Conducir en estado de ebriedad
5167;India;Chennai;03-02-2022;Noche;Urbano;Carretera;Nevoso;4;32;62;Masculino;1;0;No Grave;10;0;Exceso de velocidad
5168;India;Nueva Delhi;02-05-2022;Noche;Rural;Carretera principal;Lluvioso;3;49;65;Masculino;2;0;Grave;5;2;Falla mecanica
5169;India;Bombay;02-10-2022;Manana;Urbano;Calle;Ventoso;3;107;27;Femenino;0;0;Grave;11;4;Falla mecanica
5170;India;Nueva Delhi;24-06-2022;Noche;Urbano;Calle;Despejado;3;43;17;Masculino;2;1;Grave;4;1;Clima
5171;India;Nueva Delhi;02-02-2022;Noche;Rural;Carretera;Despejado;3;44;21;Masculino;1;2;No Grave;0;0;Exceso de velocidad
5172;India;Bangalore;02-06-2022;Manana;Urbano;Carretera;Despejado;3;94;17;Femenino;1;1;Grave;15;0;Conducir distraido
5173;India;Bangalore;01-09-2022;Noche;Rural;Calle;Despejado;3;116;58;Masculino;0;2;Grave;12;2;Conducir en estado de ebriedad
5174;India;Nueva Delhi;24-03-2022;Manana;Rural;Calle;Lluvioso;1;100;16;Femenino;1;1;No Grave;7;3;Conducir distraido
5175;India;Bombay;02-10-2022;Noche;Rural;Carretera;Ventoso;1;105;28;Femenino;2;2;Grave;4;3;Falla mecanica
5176;India;Bangalore;04-05-2022;Noche;Urbano;Calle;Despejado;1;51;29;Masculino;1;2;Grave;12;0;Conducir distraido
5177;India;Chennai;03-06-2022;Tarde;Urbano;Carretera principal;Despejado;4;63;20;Masculino;1;0;Grave;1;3;Conducir distraido
5178;India;Nueva Delhi;05-08-2022;Noche;Rural;Carretera principal;Ventoso;2;36;74;Masculino;0;0;Grave;0;1;Exceso de velocidad
5179;India;Nueva Delhi;31-08-2022;Manana;Urbano;Carretera principal;Lluvioso;2;97;53;Femenino;1;0;No Grave;4;3;Clima
5180;India;Bombay;06-06-2022;Tarde;Rural;Carretera;Ventoso;4;109;18;Masculino;2;0;Grave;17;2;Exceso de velocidad
5181;India;Nueva Delhi;02-09-2022;Tarde;Urbano;Carretera;Lluvioso;1;34;20;Masculino;1;2;Grave;4;3;Falla mecanica
5182;India;Nueva Delhi;12-09-2022;Manana;Urbano;Calle;Nevoso;3;63;27;Femenino;2;2;No Grave;12;0;Conducir distraido
5183;India;Chennai;28-11-2022;Noche;Rural;Carretera principal;Ventoso;4;68;53;Femenino;2;0;Grave;2;2;Exceso de velocidad
5184;India;Chennai;03-05-2022;Noche;Rural;Carretera;Nevoso;2;49;37;Femenino;2;1;No Grave;6;4;Falla mecanica
5185;India;Bombay;03-01-2022;Noche;Rural;Calle;Nevoso;4;111;74;Femenino;1;2;Grave;13;4;Conducir distraido
5186;India;Bombay;02-05-2022;Noche;Urbano;Carretera;Ventoso;3;57;45;Masculino;0;0;No Grave;8;0;Falla mecanica
5187;India;Nueva Delhi;12-09-2022;Tarde;Urbano;Calle;Ventoso;3;77;17;Masculino;0;2;Grave;5;1;Exceso de velocidad
5188;India;Nueva Delhi;31-07-2022;Tarde;Rural;Carretera principal;Nevoso;1;75;62;Masculino;1;1;Grave;12;2;Conducir en estado de ebriedad
5189;India;Bombay;31-08-2022;Manana;Urbano;Calle;Despejado;1;98;65;Femenino;0;1;Grave;13;3;Exceso de velocidad
5190;India;Bangalore;06-06-2022;Manana;Rural;Carretera;Ventoso;4;55;20;Femenino;0;1;Grave;12;2;Clima
5191;India;Nueva Delhi;07-08-2022;Noche;Rural;Calle;Lluvioso;3;34;63;Femenino;1;1;No Grave;8;4;Conducir distraido
5192;India;Chennai;02-08-2022;Manana;Rural;Carretera principal;Nevoso;3;112;53;Masculino;1;2;Grave;7;3;Clima
5193;India;Bangalore;06-10-2022;Noche;Rural;Carretera principal;Neblinoso;2;114;75;Femenino;1;2;Grave;1;0;Falla mecanica
5194;India;Bangalore;03-11-2022;Tarde;Urbano;Carretera;Ventoso;4;109;30;Femenino;2;0;Grave;2;0;Exceso de velocidad
5195;India;Chennai;31-12-2022;Noche;Rural;Carretera;Despejado;3;118;38;Femenino;1;2;Grave;5;0;Clima
5196;India;Nueva Delhi;28-04-2022;Noche;Urbano;Calle;Despejado;3;44;16;Masculino;0;0;No Grave;11;1;Falla mecanica
5197;India;Nueva Delhi;07-06-2022;Noche;Rural;Carretera principal;Nevoso;3;67;59;Masculino;2;2;Grave;1;3;Falla mecanica
5198;India;Nueva Delhi;02-05-2022;Noche;Rural;Calle;Despejado;3;75;37;Masculino;1;0;No Grave;14;1;Conducir distraido
5199;India;Bangalore;05-05-2022;Noche;Urbano;Carretera principal;Neblinoso;4;75;17;Femenino;0;2;No Grave;7;3;Exceso de velocidad
5200;India;Bangalore;12-01-2022;Noche;Urbano;Carretera principal;Ventoso;1;62;31;Masculino;2;2;No Grave;1;3;Conducir en estado de ebriedad
5201;India;Nueva Delhi;12-08-2022;Tarde;Rural;Carretera;Despejado;3;53;17;Femenino;2;0;Grave;6;1;Falla mecanica
5202;India;Bangalore;12-03-2022;Manana;Rural;Carretera principal;Lluvioso;3;66;51;Masculino;2;0;Grave;19;1;Conducir en estado de ebriedad
5203;India;Nueva Delhi;06-02-2022;Noche;Rural;Carretera;Despejado;3;36;28;Masculino;2;2;Grave;9;2;Conducir distraido
5204;India;Nueva Delhi;01-12-2022;Noche;Urbano;Calle;Nevoso;4;36;38;Masculino;0;0;Grave;4;2;Falla mecanica
5205;India;Bombay;02-09-2022;Noche;Rural;Calle;Despejado;2;85;22;Masculino;1;0;No Grave;14;0;Conducir distraido
5206;India;Bangalore;06-10-2022;Manana;Rural;Carretera principal;Nevoso;1;89;73;Masculino;0;0;Grave;2;1;Conducir en estado de ebriedad
5207;India;Bangalore;02-12-2022;Tarde;Rural;Carretera principal;Ventoso;2;96;51;Femenino;1;0;Grave;16;1;Conducir distraido
5208;India;Nueva Delhi;12-10-2022;Tarde;Urbano;Calle;Despejado;1;78;64;Masculino;0;1;Grave;0;2;Clima
5209;India;Chennai;04-11-2022;Tarde;Urbano;Carretera;Ventoso;1;105;17;Femenino;2;1;Grave;3;3;Conducir en estado de ebriedad
5210;India;Nueva Delhi;05-01-2022;Noche;Urbano;Carretera principal;Ventoso;4;96;41;Masculino;2;2;Grave;11;3;Exceso de velocidad
5211;India;Bombay;02-03-2022;Manana;Rural;Carretera;Neblinoso;3;40;71;Masculino;2;1;No Grave;0;1;Conducir distraido
5212;India;Bombay;07-05-2022;Noche;Urbano;Carretera principal;Neblinoso;4;69;42;Femenino;1;1;Grave;8;3;Exceso de velocidad
5213;India;Bangalore;02-04-2022;Noche;Rural;Carretera;Nevoso;1;41;75;Masculino;1;1;Grave;13;3;Exceso de velocidad
5214;India;Chennai;31-10-2022;Noche;Urbano;Carretera principal;Neblinoso;4;105;70;Masculino;0;1;Grave;15;0;Falla mecanica
5215;India;Nueva Delhi;02-01-2022;Tarde;Rural;Calle;Neblinoso;2;56;35;Femenino;0;0;No Grave;17;4;Falla mecanica
5216;India;Bangalore;01-03-2022;Tarde;Rural;Carretera;Neblinoso;3;79;16;Masculino;0;1;No Grave;15;0;Conducir en estado de ebriedad
5217;India;Nueva Delhi;02-12-2022;Noche;Rural;Calle;Despejado;1;34;19;Femenino;0;1;No Grave;3;4;Falla mecanica
5218;India;Nueva Delhi;12-05-2022;Noche;Urbano;Calle;Neblinoso;4;114;16;Femenino;2;0;Grave;7;1;Falla mecanica
5219;India;Bombay;04-03-2022;Noche;Rural;Carretera;Nevoso;4;30;29;Femenino;2;2;Grave;2;0;Exceso de velocidad
5220;India;Chennai;24-07-2022;Noche;Urbano;Carretera;Lluvioso;3;93;29;Femenino;2;2;Grave;5;2;Clima
5221;India;Nueva Delhi;02-09-2022;Manana;Urbano;Carretera principal;Despejado;3;110;47;Masculino;1;0;No Grave;19;3;Conducir en estado de ebriedad
5222;India;Bombay;06-08-2022;Tarde;Urbano;Carretera principal;Despejado;3;89;21;Femenino;2;0;Grave;9;3;Falla mecanica
5223;India;Nueva Delhi;31-07-2023;Noche;Rural;Carretera principal;Neblinoso;3;43;63;Femenino;1;2;Grave;11;3;Conducir en estado de ebriedad
5224;India;Bangalore;31-07-2023;Noche;Rural;Calle;Lluvioso;2;67;22;Femenino;1;1;No Grave;3;3;Conducir en estado de ebriedad
5225;India;Bangalore;07-10-2023;Noche;Urbano;Carretera;Neblinoso;4;118;19;Femenino;0;1;Grave;18;2;Conducir distraido
5226;India;Chennai;03-05-2023;Tarde;Urbano;Calle;Ventoso;2;74;36;Femenino;2;1;Grave;12;0;Clima
5227;India;Nueva Delhi;01-03-2023;Manana;Rural;Carretera principal;Lluvioso;2;106;19;Femenino;0;0;Grave;2;0;Clima
5228;India;Bombay;12-01-2023;Noche;Rural;Carretera;Nevoso;2;41;17;Masculino;1;2;No Grave;10;0;Conducir distraido
5229;India;Nueva Delhi;24-02-2023;Tarde;Urbano;Carretera;Ventoso;3;108;54;Masculino;1;2;Grave;10;3;Exceso de velocidad
5230;India;Bombay;24-12-2023;Noche;Rural;Carretera;Ventoso;2;95;71;Femenino;2;0;Grave;1;0;Conducir en estado de ebriedad
5231;India;Nueva Delhi;07-09-2023;Manana;Urbano;Carretera principal;Neblinoso;1;70;45;Masculino;0;2;Grave;0;1;Conducir distraido
5232;India;Nueva Delhi;04-07-2023;Tarde;Rural;Carretera;Neblinoso;3;52;17;Femenino;0;1;Grave;13;3;Falla mecanica
5233;India;Chennai;02-10-2023;Tarde;Urbano;Carretera;Lluvioso;4;44;16;Femenino;0;1;Grave;3;3;Conducir distraido
5234;India;Nueva Delhi;01-11-2023;Noche;Rural;Calle;Despejado;1;117;71;Femenino;1;1;Grave;2;2;Exceso de velocidad
5235;India;Bombay;12-10-2023;Tarde;Rural;Calle;Neblinoso;1;104;23;Femenino;1;0;Grave;14;3;Conducir distraido
5236;India;Nueva Delhi;02-04-2023;Tarde;Rural;Calle;Lluvioso;3;37;61;Femenino;2;2;No Grave;13;4;Clima
5237;India;Bangalore;02-08-2023;Tarde;Urbano;Calle;Lluvioso;4;81;40;Masculino;2;1;No Grave;8;3;Falla mecanica
5238;India;Bangalore;31-10-2023;Noche;Urbano;Calle;Neblinoso;3;52;62;Masculino;1;1;Grave;19;0;Conducir en estado de ebriedad
5239;India;Bangalore;02-12-2023;Noche;Urbano;Calle;Ventoso;1;41;38;Masculino;2;0;No Grave;6;2;Clima
5240;India;Chennai;03-04-2023;Noche;Urbano;Carretera;Nevoso;4;32;64;Femenino;1;1;No Grave;19;3;Falla mecanica
5241;India;Nueva Delhi;02-08-2023;Manana;Rural;Carretera;Despejado;4;73;34;Femenino;2;0;No Grave;6;3;Falla mecanica
5242;India;Nueva Delhi;28-06-2023;Noche;Rural;Calle;Ventoso;4;37;17;Masculino;2;0;No Grave;6;2;Falla mecanica
5243;India;Chennai;02-10-2023;Noche;Urbano;Calle;Nevoso;2;36;49;Femenino;1;2;Grave;2;1;Conducir en estado de ebriedad
5244;India;Bombay;05-05-2023;Noche;Rural;Calle;Despejado;3;95;17;Masculino;2;1;Grave;11;1;Falla mecanica
5245;India;Bangalore;04-09-2023;Manana;Urbano;Carretera;Lluvioso;2;96;19;Masculino;0;1;No Grave;4;1;Conducir en estado de ebriedad
5246;India;Bombay;24-06-2023;Manana;Urbano;Carretera;Despejado;4;83;25;Masculino;1;0;Grave;3;1;Conducir distraido
5247;India;Bangalore;02-03-2023;Manana;Urbano;Carretera;Ventoso;4;110;39;Masculino;2;0;Grave;10;1;Conducir distraido
5248;India;Bangalore;06-07-2023;Tarde;Urbano;Calle;Ventoso;1;62;61;Femenino;1;1;Grave;13;3;Conducir en estado de ebriedad
5249;India;Bangalore;04-03-2023;Noche;Urbano;Calle;Nevoso;3;91;61;Femenino;1;1;No Grave;6;2;Conducir en estado de ebriedad
5250;India;Nueva Delhi;07-12-2023;Tarde;Rural;Carretera principal;Neblinoso;1;95;67;Femenino;0;1;No Grave;15;0;Exceso de velocidad
5251;India;Bangalore;01-12-2023;Manana;Urbano;Carretera;Ventoso;1;80;47;Masculino;2;2;No Grave;3;2;Conducir distraido
5252;India;Nueva Delhi;02-06-2023;Manana;Rural;Calle;Ventoso;4;38;34;Masculino;1;1;Grave;8;4;Conducir distraido
5253;India;Bombay;28-04-2023;Manana;Rural;Calle;Nevoso;1;84;28;Masculino;0;1;Grave;2;4;Exceso de velocidad
5254;India;Bombay;12-08-2023;Manana;Rural;Calle;Ventoso;3;115;16;Femenino;1;2;No Grave;8;4;Exceso de velocidad
5255;India;Chennai;05-06-2023;Noche;Rural;Carretera principal;Lluvioso;2;70;67;Masculino;0;1;No Grave;15;3;Exceso de velocidad
5256;India;Nueva Delhi;07-05-2023;Tarde;Urbano;Calle;Nevoso;2;31;24;Femenino;1;0;Grave;14;1;Conducir en estado de ebriedad
5257;India;Nueva Delhi;07-06-2023;Noche;Rural;Carretera;Nevoso;1;56;71;Masculino;2;1;No Grave;18;0;Conducir en estado de ebriedad
5258;India;Nueva Delhi;04-09-2023;Noche;Urbano;Calle;Despejado;4;51;16;Femenino;2;1;No Grave;16;4;Conducir distraido
5259;India;Bombay;12-10-2023;Noche;Urbano;Carretera;Ventoso;3;104;55;Masculino;2;1;No Grave;4;4;Conducir en estado de ebriedad
5260;India;Bombay;05-11-2023;Noche;Urbano;Carretera;Neblinoso;1;62;71;Femenino;0;1;Grave;12;1;Conducir en estado de ebriedad
5261;India;Bangalore;06-05-2023;Noche;Urbano;Calle;Neblinoso;3;110;51;Masculino;1;1;Grave;11;3;Conducir distraido
5262;India;Nueva Delhi;02-04-2023;Manana;Urbano;Calle;Despejado;4;45;52;Masculino;0;2;Grave;3;2;Conducir en estado de ebriedad
5263;India;Bombay;02-04-2023;Noche;Rural;Calle;Neblinoso;1;54;16;Femenino;2;2;No Grave;18;4;Falla mecanica
5264;India;Bombay;02-06-2023;Tarde;Urbano;Carretera;Nevoso;1;34;20;Femenino;0;1;Grave;1;1;Conducir distraido
5265;India;Bombay;05-08-2023;Noche;Rural;Calle;Neblinoso;4;94;44;Femenino;2;2;Grave;12;1;Conducir distraido
5266;India;Chennai;02-11-2023;Manana;Rural;Carretera;Neblinoso;1;60;22;Femenino;1;1;Grave;10;0;Conducir en estado de ebriedad
5267;India;Chennai;12-04-2023;Manana;Urbano;Carretera principal;Neblinoso;2;68;20;Masculino;1;1;Grave;15;2;Falla mecanica
5268;India;Nueva Delhi;12-05-2023;Noche;Rural;Carretera principal;Nevoso;1;63;23;Femenino;1;0;Grave;18;3;Conducir en estado de ebriedad
5269;India;Bombay;03-03-2023;Noche;Rural;Carretera;Ventoso;1;37;61;Femenino;2;0;No Grave;16;2;Clima
5270;India;Bombay;02-02-2023;Tarde;Urbano;Calle;Neblinoso;2;70;16;Masculino;2;1;Grave;1;2;Exceso de velocidad
5271;India;Nueva Delhi;02-04-2023;Noche;Rural;Calle;Lluvioso;4;76;23;Femenino;1;1;No Grave;1;3;Conducir en estado de ebriedad
5272;India;Chennai;02-06-2023;Noche;Urbano;Calle;Neblinoso;1;68;68;Masculino;1;1;No Grave;17;0;Exceso de velocidad
5273;India;Nueva Delhi;06-10-2023;Manana;Rural;Carretera;Neblinoso;4;115;17;Femenino;0;2;Grave;6;4;Conducir en estado de ebriedad
5274;India;Nueva Delhi;12-10-2023;Tarde;Rural;Calle;Lluvioso;3;76;16;Masculino;1;2;Grave;7;2;Falla mecanica
5275;India;Chennai;28-11-2023;Noche;Urbano;Calle;Despejado;2;50;35;Masculino;2;2;Grave;8;0;Clima
5276;India;Nueva Delhi;02-10-2023;Noche;Rural;Carretera principal;Neblinoso;3;40;24;Masculino;2;2;Grave;16;4;Conducir distraido
5277;India;Nueva Delhi;04-08-2023;Noche;Urbano;Carretera;Nevoso;4;119;55;Femenino;0;1;Grave;9;4;Exceso de velocidad
5278;India;Chennai;02-10-2023;Noche;Rural;Carretera;Ventoso;4;99;22;Masculino;1;0;Grave;15;0;Exceso de velocidad
5279;India;Bombay;04-06-2023;Manana;Rural;Calle;Neblinoso;4;94;16;Femenino;0;1;No Grave;16;1;Clima
5280;India;Chennai;24-08-2023;Noche;Urbano;Carretera principal;Despejado;3;75;17;Femenino;0;2;Grave;19;3;Conducir en estado de ebriedad
5281;India;Bangalore;02-07-2023;Noche;Rural;Carretera;Despejado;2;81;52;Femenino;0;0;Grave;15;1;Falla mecanica
5282;India;Bangalore;01-11-2023;Manana;Urbano;Calle;Neblinoso;2;73;60;Masculino;0;0;Grave;3;0;Conducir en estado de ebriedad
5283;India;Nueva Delhi;04-06-2023;Noche;Urbano;Carretera;Lluvioso;1;100;38;Masculino;0;0;Grave;19;0;Conducir en estado de ebriedad
5284;India;Chennai;01-07-2023;Noche;Urbano;Carretera principal;Neblinoso;1;102;26;Femenino;2;0;Grave;11;4;Conducir distraido
5285;India;Bombay;07-12-2023;Tarde;Rural;Carretera;Ventoso;1;109;18;Masculino;2;0;No Grave;12;1;Conducir en estado de ebriedad
5286;India;Bombay;01-08-2023;Noche;Urbano;Calle;Ventoso;1;75;16;Masculino;2;1;No Grave;13;4;Conducir en estado de ebriedad
5287;India;Nueva Delhi;12-10-2023;Noche;Urbano;Carretera;Despejado;1;95;17;Femenino;0;1;No Grave;8;1;Exceso de velocidad
5288;India;Bombay;02-09-2023;Manana;Rural;Calle;Despejado;1;112;17;Masculino;2;0;Grave;6;0;Exceso de velocidad
5289;India;Bangalore;31-01-2023;Manana;Urbano;Calle;Nevoso;4;55;17;Masculino;1;0;Grave;12;0;Exceso de velocidad
5290;India;Bangalore;12-12-2023;Tarde;Rural;Carretera;Ventoso;1;114;16;Femenino;1;2;No Grave;13;0;Falla mecanica
5291;India;Bangalore;02-04-2023;Noche;Urbano;Calle;Despejado;4;34;16;Masculino;2;1;No Grave;2;1;Falla mecanica
5292;India;Bangalore;12-10-2023;Manana;Rural;Carretera principal;Neblinoso;4;118;64;Masculino;1;0;No Grave;3;3;Clima
5293;India;Bangalore;02-03-2023;Noche;Rural;Carretera principal;Neblinoso;1;100;46;Masculino;1;0;Grave;14;0;Conducir en estado de ebriedad
5294;India;Nueva Delhi;07-06-2023;Noche;Urbano;Calle;Despejado;4;64;59;Femenino;2;1;No Grave;5;0;Clima
5295;India;Bangalore;04-05-2023;Noche;Urbano;Carretera;Despejado;4;63;17;Femenino;2;1;Grave;18;4;Clima
5296;India;Bombay;03-06-2023;Tarde;Rural;Calle;Ventoso;3;44;52;Femenino;2;1;No Grave;2;2;Conducir distraido
5297;India;Bombay;02-10-2023;Noche;Rural;Carretera principal;Neblinoso;1;48;26;Masculino;1;0;Grave;1;2;Conducir distraido
5298;India;Nueva Delhi;06-07-2023;Noche;Rural;Carretera;Lluvioso;4;35;17;Femenino;1;1;Grave;10;4;Conducir en estado de ebriedad
5299;India;Chennai;03-12-2023;Noche;Rural;Calle;Neblinoso;4;99;51;Masculino;1;0;Grave;2;3;Falla mecanica
5300;India;Chennai;02-04-2023;Noche;Rural;Calle;Lluvioso;2;112;16;Femenino;1;1;No Grave;8;0;Exceso de velocidad
5301;India;Chennai;28-04-2023;Manana;Urbano;Calle;Despejado;2;116;64;Masculino;2;1;Grave;6;1;Falla mecanica
5302;India;Bombay;04-01-2023;Tarde;Urbano;Carretera principal;Nevoso;4;36;33;Masculino;1;2;No Grave;4;1;Conducir distraido
5303;India;Chennai;31-10-2023;Tarde;Urbano;Carretera;Lluvioso;1;113;31;Femenino;0;0;Grave;14;3;Falla mecanica
5304;India;Nueva Delhi;31-01-2023;Manana;Urbano;Carretera principal;Nevoso;2;119;18;Femenino;0;1;Grave;7;4;Clima
5305;India;Chennai;28-02-2023;Noche;Urbano;Carretera principal;Nevoso;1;100;66;Femenino;1;1;Grave;0;1;Conducir distraido
5306;India;Chennai;05-02-2023;Manana;Rural;Carretera principal;Lluvioso;3;55;59;Masculino;1;2;Grave;8;3;Exceso de velocidad
5307;India;Bombay;01-05-2023;Noche;Urbano;Calle;Nevoso;3;118;31;Femenino;2;1;Grave;11;2;Falla mecanica
5308;India;Nueva Delhi;12-04-2023;Manana;Rural;Calle;Nevoso;3;40;22;Femenino;1;1;Grave;17;2;Conducir en estado de ebriedad
5309;India;Bombay;12-02-2023;Manana;Urbano;Carretera principal;Despejado;3;98;47;Masculino;2;2;Grave;3;2;Conducir distraido
5310;India;Bangalore;01-06-2023;Noche;Rural;Carretera;Neblinoso;4;110;36;Masculino;1;0;Grave;12;0;Exceso de velocidad
5311;India;Bangalore;01-10-2023;Noche;Urbano;Carretera principal;Ventoso;2;63;25;Masculino;1;0;Grave;4;3;Clima
5312;India;Nueva Delhi;02-09-2023;Noche;Urbano;Carretera;Despejado;1;35;73;Femenino;2;0;Grave;16;3;Clima
5313;India;Chennai;03-05-2023;Tarde;Urbano;Carretera principal;Ventoso;1;55;53;Masculino;1;0;Grave;9;2;Conducir distraido
5314;India;Chennai;12-02-2023;Tarde;Rural;Carretera principal;Lluvioso;1;113;38;Femenino;0;1;Grave;2;1;Exceso de velocidad
5315;India;Chennai;02-10-2023;Noche;Rural;Carretera principal;Neblinoso;3;33;52;Masculino;0;1;Grave;0;4;Conducir en estado de ebriedad
5316;India;Bangalore;06-03-2023;Noche;Rural;Carretera;Nevoso;4;109;16;Masculino;0;0;Grave;4;0;Exceso de velocidad
5317;India;Chennai;02-09-2023;Noche;Rural;Carretera principal;Lluvioso;4;78;16;Masculino;0;0;Grave;18;4;Falla mecanica
5318;India;Bombay;03-02-2023;Manana;Urbano;Carretera principal;Ventoso;3;39;54;Femenino;2;1;Grave;11;4;Exceso de velocidad
5319;India;Bangalore;02-11-2023;Tarde;Urbano;Calle;Neblinoso;4;101;64;Masculino;2;2;Grave;12;4;Exceso de velocidad
5320;India;Nueva Delhi;06-10-2023;Noche;Rural;Calle;Neblinoso;4;33;26;Masculino;2;2;Grave;14;2;Conducir distraido
5321;India;Bangalore;05-05-2023;Noche;Urbano;Carretera principal;Neblinoso;3;94;19;Femenino;2;1;Grave;9;1;Clima
5322;India;Bangalore;12-02-2023;Manana;Urbano;Carretera;Nevoso;1;60;38;Masculino;2;0;No Grave;14;2;Falla mecanica
5323;India;Chennai;02-05-2023;Manana;Rural;Carretera principal;Despejado;4;76;18;Masculino;2;1;No Grave;10;2;Falla mecanica
5324;India;Bombay;05-01-2023;Noche;Rural;Carretera;Lluvioso;2;71;26;Femenino;1;1;No Grave;6;1;Exceso de velocidad
5325;India;Chennai;01-07-2023;Noche;Rural;Carretera principal;Despejado;3;112;73;Femenino;2;0;Grave;9;2;Falla mecanica
5326;India;Bombay;12-10-2023;Tarde;Urbano;Calle;Lluvioso;1;102;19;Femenino;1;1;Grave;18;1;Conducir en estado de ebriedad
5327;India;Bangalore;12-09-2023;Tarde;Urbano;Calle;Lluvioso;3;30;16;Femenino;2;2;Grave;5;1;Exceso de velocidad
5328;India;Bangalore;07-07-2023;Manana;Rural;Carretera principal;Ventoso;3;111;17;Masculino;0;0;No Grave;17;3;Conducir en estado de ebriedad
5329;India;Chennai;12-04-2023;Noche;Rural;Carretera;Nevoso;3;89;23;Femenino;1;2;Grave;11;1;Clima
5330;India;Nueva Delhi;28-02-2023;Noche;Rural;Calle;Neblinoso;3;85;60;Femenino;1;2;Grave;9;0;Conducir distraido
5331;India;Bombay;03-06-2023;Noche;Urbano;Carretera;Nevoso;4;86;69;Femenino;0;0;Grave;12;1;Exceso de velocidad
5332;India;Bombay;31-03-2023;Tarde;Rural;Carretera principal;Ventoso;4;72;18;Femenino;1;2;Grave;13;1;Conducir en estado de ebriedad
5333;India;Chennai;03-02-2023;Noche;Urbano;Carretera principal;Despejado;3;41;50;Femenino;0;2;No Grave;3;1;Clima
5334;India;Bombay;04-07-2023;Noche;Rural;Carretera principal;Lluvioso;3;62;32;Masculino;0;2;No Grave;0;3;Exceso de velocidad
5335;India;Bangalore;03-08-2023;Tarde;Urbano;Calle;Despejado;1;84;47;Femenino;2;2;Grave;14;3;Clima
